image_id,primary_class,assigned_rule_id,baseline_answer,n_regions,answer_changed_top1,answer_changed_top2,masked_answer_top1,masked_answer_top2,confidence_drop_top1,confidence_drop_top2,baseline_graded_score,graded_score_drop_top1,graded_score_drop_top2,non_monotonic
0000490,struck_by_risk,rule_4,hazard,2,False,False,hazard,hazard,-0.06998065397852937,-0.07018672295542427,0.0,0.0,0.0,False
0000503,compliant,rule_3,compliant,2,False,False,compliant,compliant,-0.00028179499453728774,0.051742192823439837,1.0,0.0,0.0,False
0000514,compliant,rule_1,compliant,2,False,False,compliant,compliant,0.03380562804107168,0.03433619146900524,1.0,0.0,0.0,False
0000530,compliant,rule_4,hazard,2,False,False,hazard,hazard,-0.17332178421582356,-0.17273631353972885,0.0,0.0,0.0,False
0000545,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.07420344837009907,0.07409710024616545,1.0,0.0,0.0,False
0000550,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,0.06364991505896411,0.04374214461339376,0.0,-1.0,-1.0,False
0000551,compliant,rule_4,safe,1,False,False,safe,safe,-0.012836605482376529,-0.012836605482376529,,,,False
0000559,compliant,rule_4,hazard,2,True,True,safe,safe,0.08398637915614615,0.027097249078372077,0.0,-1.0,-1.0,False
0000568,compliant,rule_1,compliant,2,False,False,compliant,compliant,-0.012473023430045083,-0.012343602388032893,1.0,0.0,0.0,False
0000606,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,0.035701638253937906,0.04408694454468787,1.0,0.0,0.0,False
0000613,compliant,rule_4,safe,1,True,True,hazard,hazard,-0.021110589767241006,-0.021110589767241006,,,,False
0000620,compliant,rule_2,violation,16,False,False,violation,violation,0.009189266828055764,0.011359749263534336,,,,False
0000623,ppe_violation,rule_1,compliant,2,True,False,violation,compliant,-0.08513056493497317,-0.10447983157687957,1.0,1.0,0.0,True
0000625,compliant,rule_3,compliant,2,False,False,compliant,compliant,-0.28416910009192564,-0.27564739112165715,1.0,0.0,0.0,False
0000626,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,-0.044952325423115,-0.047392024359266705,0.0,-1.0,-1.0,False
0000632,compliant,rule_3,compliant,2,False,False,compliant,compliant,0.0010890905590106303,0.011138138350188065,1.0,0.0,0.0,False
0000641,ppe_violation,rule_1,violation,2,False,True,violation,compliant,0.05218107838715835,0.11244838578360428,0.0,0.0,-1.0,False
0000642,compliant,rule_2,compliant,2,False,False,compliant,compliant,-0.09092906997334427,-0.08736828904967386,1.0,,,False
0000745,compliant,rule_3,compliant,2,False,False,compliant,compliant,-0.013663770065509784,-0.015218185360676428,1.0,0.0,0.0,False
0000755,compliant,rule_1,compliant,2,False,False,compliant,compliant,0.032128770236990234,0.032121217077864084,1.0,0.0,0.0,False
0000760,compliant,rule_1,compliant,4,False,False,compliant,compliant,-0.008423728668796038,-0.055319054384848854,1.0,0.0,0.0,False
0000766,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.057598717909838504,0.05750316926943411,1.0,0.0,0.0,False
0000798,compliant,rule_3,violation,2,True,True,compliant,compliant,0.0005876171136540709,-0.02287868436958118,0.0,-1.0,-1.0,False
0000804,compliant,rule_1,compliant,1,False,False,compliant,compliant,-0.03842434473335743,-0.03842434473335743,,,,False
0000874,fall_hazard,rule_2,compliant,2,False,False,compliant,compliant,-0.1445457659556868,-0.14168945592853677,1.0,,,False
0000878,struck_by_risk,rule_4,hazard,3,False,False,hazard,hazard,0.054552592203155004,0.047258956419242604,0.0,0.0,0.0,False
0000879,compliant,rule_1,compliant,2,False,False,compliant,compliant,-0.0054783745269689765,-0.005790428524570679,1.0,0.0,0.0,False
0000886,compliant,rule_2,compliant,2,False,False,compliant,compliant,0.10773879764158101,0.10705701816117474,1.0,0.0,0.0,False
0000888,compliant,rule_4,safe,1,False,False,safe,safe,0.010694587390337684,0.010694587390337684,1.0,0.0,0.0,False
0000889,compliant,rule_4,hazard,2,False,False,hazard,hazard,0.028000224086027314,0.027015011816743817,0.0,0.0,0.0,False
0000895,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,-0.015688557244305068,-0.0046433104823033755,0.0,-1.0,-1.0,False
0000904,compliant,rule_2,violation,2,False,True,violation,compliant,0.01524577698936419,0.028116781963035464,0.0,0.0,-1.0,False
0000905,compliant,rule_3,compliant,2,False,False,compliant,compliant,0.004269197383629519,-0.03740923082278602,1.0,0.0,0.0,False
0000923,compliant,rule_2,compliant,1,False,False,compliant,compliant,-0.010849832485501532,-0.010849832485501532,,,,False
0000925,fall_hazard,rule_2,compliant,2,True,True,violation,violation,0.030944755533710178,0.028043873136403552,1.0,1.0,0.5,False
0000936,compliant,rule_4,safe,2,False,False,safe,safe,-0.008828011770097066,-0.001430451698482993,1.0,0.0,0.0,False
0000940,compliant,rule_3,violation,2,False,False,violation,violation,0.008408423829158518,-0.01710562065376775,0.0,0.0,0.0,False
0000959,compliant,rule_2,violation,2,True,False,compliant,violation,-0.008135631613965466,0.004696863902998949,0.0,-1.0,0.0,True
0000991,fall_hazard,rule_3,compliant,2,True,False,violation,compliant,0.019454329457533115,-0.03005125011051346,1.0,1.0,0.0,True
0000993,fall_hazard,rule_2,violation,2,False,False,violation,violation,0.02786160287048134,0.028990429027804354,0.0,0.0,0.0,False
0001014,compliant,rule_3,compliant,2,False,False,compliant,compliant,-0.020014868740766523,-0.026172567739502273,1.0,0.0,0.0,False
0001033,struck_by_risk,rule_4,safe,2,True,True,hazard,hazard,0.01733691174359553,0.08743156220704784,1.0,1.0,1.0,False
0001071,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,0.04432666358271875,0.038466466224885365,0.0,-1.0,-1.0,False
0001077,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.023059388622641563,-0.02294095286301201,1.0,0.0,0.0,False
0001081,fall_hazard,rule_3,compliant,2,True,True,violation,violation,-0.06201163123893949,-0.06594797606313862,1.0,1.0,1.0,False
0001117,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.043185035565069696,0.043184646405279636,1.0,0.0,0.0,False
0001151,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.11697707405559477,-0.11699769582988306,1.0,,,False
0001194,fall_hazard,rule_3,violation,2,False,True,violation,compliant,-0.018390107633812103,-0.03007708143975052,0.0,0.0,-1.0,False
0001229,fall_hazard,rule_3,violation,16,True,False,compliant,violation,0.0740991719510583,0.012472964690199984,,,,True
0001274,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,0.02946302653955557,0.002710860488670197,1.0,0.0,0.0,False
0001325,struck_by_risk,rule_4,hazard,2,False,False,hazard,hazard,0.04038306644984657,0.08107842043751756,0.0,0.0,0.0,False
0001431,ppe_violation,rule_1,violation,2,True,False,compliant,violation,-0.012552492586629826,0.014934205583163607,0.0,-1.0,0.0,True
0001436,fall_hazard,rule_3,compliant,2,False,True,compliant,violation,0.008925863408616674,-0.02537994286311518,1.0,0.0,1.0,False
0001460,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.03843487832429149,0.038434787121202185,1.0,1.0,1.0,False
0001470,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.0038809616650853362,0.004066330912922189,1.0,0.0,0.0,False
0001484,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,0.054570197260805586,0.076886215579829,1.0,0.0,0.0,False
0001512,struck_by_risk,rule_4,hazard,2,False,False,hazard,hazard,0.028533507907201328,0.02814332295268296,0.0,0.0,0.0,False
0001520,fall_hazard,rule_3,compliant,3,False,False,compliant,compliant,-0.07237337452049053,-0.07034022203602253,1.0,0.0,0.0,False
0001530,fall_hazard,rule_2,violation,2,True,True,compliant,compliant,0.048177081160247326,0.04449506855702834,0.0,-1.0,-1.0,False
0001597,fall_hazard,rule_3,compliant,2,True,True,violation,violation,0.025507700496486208,-0.011491479219070455,1.0,1.0,1.0,False
0001623,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,-0.044040000332253304,-0.03955297557903181,1.0,0.0,0.0,False
0001667,fall_hazard,rule_3,compliant,2,True,True,violation,violation,-0.06886970770678347,-0.11941405124757642,1.0,1.0,,False
0001699,fall_hazard,rule_2,compliant,2,True,True,violation,violation,-0.06511299159111716,-0.08154210554701946,1.0,1.0,1.0,False
0001798,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,-0.0076356739071863355,-0.006679997779428959,1.0,0.0,0.0,False
0001804,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.00404631981503345,-0.0046334042531122055,1.0,,,False
0001842,ppe_violation,rule_1,violation,2,False,False,violation,violation,0.07404182079647259,0.0632523758270378,0.0,0.0,0.0,False
0001981,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,0.022573910387499008,0.033781627858323726,0.0,-1.0,-1.0,False
0001982,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.100835711961346,0.10086789061980583,1.0,1.0,1.0,False
0001986,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,-0.007092494584087783,-0.02962961380503004,0.0,-1.0,-1.0,False
0001989,fall_hazard,rule_3,compliant,2,True,False,violation,compliant,-0.04692412566925808,-0.0019337842739852729,1.0,1.0,0.0,True
0002042,struck_by_risk,rule_4,safe,2,False,True,safe,hazard,0.057651144881097016,0.10168035257430297,1.0,0.0,1.0,False
0002092,fall_hazard,rule_2,compliant,2,True,False,violation,compliant,0.007333478158606077,0.02257207129150629,1.0,1.0,0.0,True
0002150,fall_hazard,rule_3,compliant,2,False,True,compliant,violation,0.10253606670136961,0.10185527342504697,1.0,0.0,1.0,False
0002153,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.11233329799558434,-0.11212590855679339,1.0,0.0,0.0,False
0002158,fall_hazard,rule_2,violation,2,True,True,compliant,compliant,-0.017110458741496637,-0.039791249137903884,0.0,-1.0,-1.0,False
0002178,fall_hazard,rule_3,compliant,2,True,False,violation,compliant,0.05029043335733663,-0.003001528326421976,1.0,1.0,0.0,True
0002211,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.042335545511117956,0.042271347317312524,1.0,0.0,0.0,False
0002260,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.0022198700213006406,0.006588759565992031,1.0,1.0,1.0,False
0002262,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.06058534307937535,-0.0561228779676769,1.0,0.0,0.0,False
0002291,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.07549286138133271,0.07555427003119664,1.0,0.0,0.0,False
0002348,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.07868080646065723,0.07840417006186073,1.0,0.0,0.0,False
0002446,struck_by_risk,rule_4,hazard,2,True,True,safe,safe,-0.0034832456518734123,-0.07461059271779846,0.0,-1.0,,False
0002480,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.021627669023083773,0.021048150158354262,1.0,0.0,0.0,False
0002525,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,0.021176835987716913,0.03259009289156112,0.0,-1.0,-1.0,False
0002534,fall_hazard,rule_3,violation,2,False,True,violation,compliant,0.06372323825157111,0.0709429404565266,0.0,0.0,-1.0,False
0002595,fall_hazard,rule_3,compliant,2,True,True,violation,violation,-0.13455838279887322,-0.1411110104416452,1.0,1.0,1.0,False
0002599,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.03447711441133705,0.03483852937019294,1.0,0.0,0.0,False
0002668,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.05382115749775296,0.054017130119193846,1.0,0.0,0.0,False
0002815,fall_hazard,rule_2,violation,2,False,True,violation,compliant,0.04003133478441412,-0.08977062088068943,0.0,0.0,,False
0002925,fall_hazard,rule_3,violation,2,True,False,compliant,violation,-0.08786814456938641,-0.059640470426529646,0.0,-1.0,0.0,True
0002957,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.026736500939088303,-0.0214652695826123,1.0,0.0,0.0,False
0003067,ppe_violation,rule_1,compliant,2,True,True,violation,violation,-0.035317272613091144,-0.036165269623909646,1.0,1.0,1.0,False
0003071,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.029171795983399695,0.027784273427511996,1.0,1.0,1.0,False
0003088,struck_by_risk,rule_4,safe,2,True,True,hazard,hazard,-0.005249097233726907,0.07630640765031182,1.0,1.0,1.0,False
0003164,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.035463320290935796,0.03521114674263759,1.0,0.0,0.0,False
0003206,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.031207527832261217,0.03147959482989138,1.0,0.0,0.0,False
0003302,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.003065384990934894,0.0031146811587470236,1.0,1.0,1.0,False
0003339,ppe_violation,rule_1,compliant,4,True,True,violation,violation,-0.04305404198489016,-0.05923346330278689,1.0,1.0,1.0,False
0003429,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,0.02341755020565217,-0.014342945335166779,0.0,-1.0,-1.0,False
0003479,fall_hazard,rule_2,compliant,4,False,False,compliant,compliant,-0.16872519345599263,-0.17002038594770746,1.0,0.0,0.0,False
0003516,ppe_violation,rule_1,compliant,2,True,True,violation,violation,-0.016822601668536663,-0.016759030387869855,1.0,1.0,1.0,False
0003613,fall_hazard,rule_3,compliant,1,True,True,violation,violation,-0.033796690957068054,-0.033796690957068054,,,,False
0003632,fall_hazard,rule_2,compliant,2,False,False,compliant,compliant,-0.11528537369711889,-0.11380229669285358,1.0,,,False
0003813,struck_by_risk,rule_4,safe,2,True,False,hazard,safe,0.035758693539907016,0.1376435808355264,1.0,1.0,0.0,True
0003922,ppe_violation,rule_1,compliant,1,False,False,compliant,compliant,0.054129489948256615,0.054129489948256615,,,,False
0003928,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.022189033882958453,0.022072724864951154,1.0,1.0,1.0,False
0003943,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.03758195095828609,0.037629959439592686,1.0,0.0,0.0,False
0004032,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,-0.057241632403539744,-0.05766443821734624,0.0,-1.0,-1.0,False
0004171,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.008451298411403352,0.005876685160079109,1.0,0.0,0.0,False
0004196,struck_by_risk,rule_4,safe,2,True,True,hazard,hazard,-0.01071137367259889,0.05483127633730578,1.0,1.0,1.0,False
0004273,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.019303363681371755,0.019288886737610644,1.0,0.0,0.0,False
0004332,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.018041479933474824,0.020154723498438165,1.0,1.0,1.0,False
0004380,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,-0.01753819529854117,-0.06933738264654365,0.0,-1.0,-1.0,False
0004497,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.0382702723810715,0.037594099329518404,1.0,1.0,1.0,False
0004552,fall_hazard,rule_3,compliant,3,False,False,compliant,compliant,-0.03267055097967386,-0.027306839735025346,1.0,0.0,0.0,False
0004680,ppe_violation,rule_1,compliant,1,False,False,compliant,compliant,0.01718923923431781,0.01718923923431781,,,,False
0004716,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.01179139276168173,0.011720040680042398,1.0,0.0,0.0,False
0004831,fall_hazard,rule_2,compliant,2,False,True,compliant,violation,0.023078753745981617,-0.004263937406774054,1.0,0.0,1.0,False
