image_id,primary_class,assigned_rule_id,baseline_answer,n_regions,answer_changed_top1,answer_changed_top2,masked_answer_top1,masked_answer_top2,confidence_drop_top1,confidence_drop_top2,baseline_graded_score,graded_score_drop_top1,graded_score_drop_top2,non_monotonic,text_ablated_answer,text_ablation_flip
0000626,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,-0.04654892803435873,-0.04993885318149949,0.0,-1.0,-1.0,False,compliant,True
0000632,compliant,rule_3,compliant,2,False,False,compliant,compliant,-0.024172993277066568,0.03848346555605531,1.0,0.0,0.0,False,compliant,False
0000641,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,-0.03167820229594187,0.09493236443293951,0.0,-1.0,-1.0,False,compliant,True
0000642,compliant,rule_2,compliant,2,True,True,violation,violation,-0.1440061593203099,-0.14465028440559302,1.0,,,False,compliant,False
0000745,compliant,rule_3,compliant,2,True,True,violation,violation,-0.07784710366759895,-0.07784710366759895,1.0,,,False,compliant,False
0000755,compliant,rule_1,compliant,2,True,False,violation,compliant,0.028060151530163613,0.03168522327073975,1.0,1.0,0.0,True,violation,True
0000760,compliant,rule_1,compliant,4,False,False,compliant,compliant,-0.010895424988120794,-0.06564060977793162,1.0,0.0,0.0,False,compliant,False
0000766,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.05684382867600235,0.0573147083632648,1.0,0.0,0.0,False,compliant,False
0000798,compliant,rule_3,violation,2,True,True,compliant,compliant,0.001842189846294251,-0.027812441212258232,0.0,-1.0,-1.0,False,compliant,True
0000804,compliant,rule_1,compliant,1,False,False,compliant,compliant,-0.04819167419694936,-0.04819167419694936,,,,False,violation,True
0000874,fall_hazard,rule_2,compliant,2,False,False,compliant,compliant,0.0064937552670016885,-0.11673069217936516,1.0,0.0,,False,compliant,False
0000878,struck_by_risk,rule_4,hazard,3,False,False,hazard,hazard,0.08069807405655194,0.08069807405655194,0.0,0.0,0.0,False,hazard,False
0000879,compliant,rule_1,compliant,2,False,False,compliant,compliant,-0.015200551200125867,-0.008911983376102661,1.0,0.0,0.0,False,violation,True
0000886,compliant,rule_2,compliant,2,False,False,compliant,compliant,0.10753809727196179,0.1046023098751902,1.0,0.0,0.0,False,compliant,False
0000888,compliant,rule_4,safe,1,False,False,safe,safe,0.009275916839639353,0.009275916839639353,1.0,0.0,0.0,False,safe,False
0000889,compliant,rule_4,hazard,2,False,False,hazard,hazard,0.07170310081943632,0.07170310081943632,0.0,0.0,0.0,False,hazard,False
0000895,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,-0.0033721078542017224,-0.0030904248622911634,0.0,-1.0,-1.0,False,compliant,True
0000904,compliant,rule_2,violation,2,False,True,violation,compliant,0.006444401639912778,0.026370656676590443,0.0,0.0,-1.0,False,violation,False
0000905,compliant,rule_3,compliant,2,False,False,compliant,compliant,-0.0073451138367610636,0.048812872397580365,1.0,0.0,0.0,False,compliant,False
0000923,compliant,rule_2,compliant,1,True,True,violation,violation,-0.08073584578808513,-0.08073584578808513,,,,False,compliant,False
0000925,fall_hazard,rule_2,compliant,2,False,True,compliant,violation,0.010992406867444515,0.032111928199551,1.0,0.0,1.0,False,compliant,False
0000936,compliant,rule_4,safe,2,False,False,safe,safe,-0.0014120439688364295,0.004641658239184943,1.0,0.0,0.0,False,safe,False
0000940,compliant,rule_3,violation,2,False,True,violation,compliant,0.008977489712248876,-0.000796374798353261,0.0,0.0,-1.0,False,violation,False
0000959,compliant,rule_2,violation,2,True,False,compliant,violation,-0.012068403485630208,0.007183174003980053,0.0,-1.0,0.0,True,violation,False
0000991,fall_hazard,rule_3,compliant,2,True,False,violation,compliant,0.027545532244922843,-0.008126560132950544,1.0,1.0,0.0,True,compliant,False
0000993,fall_hazard,rule_2,violation,2,False,False,violation,violation,0.0057120476849377155,0.031167137902230024,0.0,0.0,0.0,False,violation,False
0001014,compliant,rule_3,compliant,2,True,False,violation,compliant,-0.06126952271110253,-0.07193843940539024,1.0,1.0,0.0,True,compliant,False
0001033,struck_by_risk,rule_4,safe,2,True,True,hazard,hazard,0.019704024943094423,0.08663269297944165,1.0,1.0,1.0,False,safe,False
0001071,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,0.06554111515704014,0.03845510362381377,0.0,-1.0,-1.0,False,compliant,True
0001077,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.022409757200096414,-0.02384975206639084,1.0,0.0,0.0,False,compliant,False
0001081,fall_hazard,rule_3,compliant,2,True,True,violation,violation,-0.07467368494586224,-0.07521784754603045,1.0,1.0,1.0,False,compliant,False
0001117,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.05301498009690209,0.04352016580690232,1.0,0.0,0.0,False,compliant,False
0001151,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.106188281382956,-0.08665720117022535,1.0,,,False,compliant,False
0001194,fall_hazard,rule_3,violation,2,False,True,violation,compliant,-0.018028844547058887,-0.08217749851090561,0.0,0.0,-1.0,False,compliant,True
0001229,fall_hazard,rule_3,violation,16,True,False,compliant,violation,0.0768421216025239,0.012575841375759622,,,,True,compliant,True
0001274,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,0.02905011536287405,0.004058704179312533,1.0,0.0,0.0,False,compliant,False
0001325,struck_by_risk,rule_4,hazard,2,True,False,safe,hazard,0.06873537883872072,0.10019929316781817,0.0,-1.0,0.0,True,hazard,False
0001431,ppe_violation,rule_1,violation,2,True,False,compliant,violation,0.006755404041281721,0.0019845532785568443,0.0,-1.0,0.0,True,violation,False
0001436,fall_hazard,rule_3,compliant,2,False,True,compliant,violation,0.00787178120974985,-0.032826393709651014,1.0,0.0,1.0,False,violation,True
0001460,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.05331172205374701,0.04018124811617385,1.0,1.0,1.0,False,violation,True
0001470,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.03506476325648167,0.005030466421019453,1.0,0.0,0.0,False,compliant,False
0001484,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,0.07094371122574172,0.07977327571383541,1.0,0.0,0.0,False,compliant,False
0001512,struck_by_risk,rule_4,hazard,2,False,False,hazard,hazard,0.002037621561496894,0.002037621561496894,0.0,0.0,0.0,False,hazard,False
0001520,fall_hazard,rule_3,compliant,3,False,False,compliant,compliant,-0.03955903004056638,-0.03955903004056638,1.0,0.0,0.0,False,compliant,False
0001530,fall_hazard,rule_2,violation,2,True,True,compliant,compliant,-0.008974721921341633,0.050139670858957985,0.0,-1.0,-1.0,False,violation,False
0001597,fall_hazard,rule_3,compliant,2,True,True,violation,violation,-0.018168156500905752,-0.10388253416845594,1.0,1.0,,False,compliant,False
0001623,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,-0.014024376070925104,-0.013457194902002811,1.0,0.0,0.0,False,compliant,False
0001667,fall_hazard,rule_3,compliant,2,False,True,compliant,violation,-0.015819227988166484,-0.020965671709196276,1.0,0.0,,False,compliant,False
0001699,fall_hazard,rule_2,compliant,2,True,True,violation,violation,-0.06971955419118914,-0.06532006018928116,1.0,1.0,1.0,False,violation,True
0001798,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,-0.007910213034067803,-0.007910213034067803,1.0,0.0,0.0,False,violation,True
0001804,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.020575925391832728,-0.033834191395699875,1.0,0.0,,False,compliant,False
0001842,ppe_violation,rule_1,violation,2,False,False,violation,violation,-0.01865967988435724,0.06160511774942279,0.0,0.0,0.0,False,violation,False
0001981,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,0.02482821712536476,0.03270650548594334,0.0,-1.0,-1.0,False,violation,False
0001982,ppe_violation,rule_1,compliant,2,False,True,compliant,violation,0.015350430538611737,0.10220614700977282,1.0,0.0,1.0,False,compliant,False
0001986,ppe_violation,rule_1,violation,2,False,True,violation,compliant,-0.004386604630521318,-0.032034955120512465,0.0,0.0,-1.0,False,compliant,True
0001989,fall_hazard,rule_3,compliant,2,True,False,violation,compliant,-0.04608239785635049,-0.0012478273628013792,1.0,1.0,0.0,True,compliant,False
0002042,struck_by_risk,rule_4,safe,2,True,True,hazard,hazard,0.03440337166899721,0.10617841102901537,1.0,1.0,1.0,False,safe,False
0002092,fall_hazard,rule_2,compliant,2,False,False,compliant,compliant,0.032595578181956575,0.0241615017876029,1.0,0.0,0.0,False,violation,True
0002150,fall_hazard,rule_3,compliant,2,False,True,compliant,violation,0.09966748886342558,0.10585957047130379,1.0,0.0,1.0,False,compliant,False
0002153,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.041795813212437194,-0.10136199729251005,1.0,0.0,0.0,False,compliant,False
0002158,fall_hazard,rule_2,violation,2,True,True,compliant,compliant,0.007797162048518658,-0.04430898654806825,0.0,-1.0,-1.0,False,compliant,True
0002178,fall_hazard,rule_3,compliant,2,True,False,violation,compliant,0.04819307283365304,0.010197975672781467,1.0,1.0,0.0,True,compliant,False
0002211,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.03762308162237915,0.04289367721815196,1.0,0.0,0.0,False,violation,True
0002260,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.05872715018423541,-0.014414687241826707,1.0,1.0,1.0,False,compliant,False
0002262,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.030357783992907783,-0.0677494080072003,1.0,0.0,0.0,False,compliant,False
0002291,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.025970481735254958,0.07261453113252558,1.0,0.0,0.0,False,violation,True
0002348,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.0235441333747336,0.07507224607148344,1.0,0.0,0.0,False,compliant,False
0002446,struck_by_risk,rule_4,hazard,2,True,True,safe,safe,-0.015557056026799465,-0.08137791017946017,0.0,-1.0,,False,safe,True
0002480,ppe_violation,rule_1,compliant,2,True,False,violation,compliant,0.009217805029558268,0.024877635562526312,1.0,1.0,0.0,True,compliant,False
0002525,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,0.013566014290388062,0.01003226112308242,0.0,-1.0,-1.0,False,compliant,True
0002534,fall_hazard,rule_3,violation,2,False,True,violation,compliant,0.058699602660323924,0.06378612787063631,0.0,0.0,-1.0,False,violation,False
0002595,fall_hazard,rule_3,compliant,2,True,True,violation,violation,-0.11552394690945567,-0.11552394690945567,1.0,1.0,1.0,False,compliant,False
0002599,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.031314101203211764,0.035865215717681864,1.0,0.0,0.0,False,violation,True
0002668,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.0026022962161473817,0.046762077836319804,1.0,0.0,0.0,False,violation,True
0002815,fall_hazard,rule_2,violation,2,False,False,violation,violation,-0.016253123891406762,-0.15382366959346883,0.0,0.0,,False,compliant,True
0002925,fall_hazard,rule_3,violation,2,True,False,compliant,violation,-0.09039121021383578,-0.061326603006039426,0.0,-1.0,0.0,True,compliant,True
0002957,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.016648837498256186,0.009654670221997064,1.0,0.0,0.0,False,compliant,False
0003067,ppe_violation,rule_1,compliant,2,False,True,compliant,violation,0.006873904727399349,-0.013079178785639134,1.0,0.0,1.0,False,compliant,False
0003071,ppe_violation,rule_1,compliant,2,False,True,compliant,violation,-0.02855152410588091,0.0025321343647581873,1.0,0.0,1.0,False,compliant,False
0003088,struck_by_risk,rule_4,safe,2,True,True,hazard,hazard,0.02697157824323282,0.07815412155856283,1.0,1.0,1.0,False,safe,False
0003164,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.02998760076505791,0.035052256592150166,1.0,0.0,0.0,False,violation,True
0003206,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.02699525920408119,0.03142315787928451,1.0,0.0,0.0,False,violation,True
0003302,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.004807594631399459,0.002419579441526154,1.0,1.0,1.0,False,violation,True
0003339,ppe_violation,rule_1,compliant,4,True,False,violation,compliant,-0.04298071529982339,-0.08397447597235441,1.0,1.0,0.0,True,compliant,False
0003429,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,-0.021565265753971663,-0.03592000036899534,0.0,-1.0,-1.0,False,compliant,True
0003479,fall_hazard,rule_2,compliant,4,False,False,compliant,compliant,-0.08716489900169627,-0.08716489900169627,1.0,0.0,0.0,False,compliant,False
0003516,ppe_violation,rule_1,compliant,2,False,True,compliant,violation,0.04542434441723997,-0.01618257351219654,1.0,0.0,1.0,False,violation,True
0003613,fall_hazard,rule_3,compliant,1,True,True,violation,violation,-0.038888916127629236,-0.038888916127629236,,,,False,compliant,False
0003632,fall_hazard,rule_2,compliant,2,False,False,compliant,compliant,-0.07239184949901856,-0.07239184949901856,1.0,,,False,violation,True
0003813,struck_by_risk,rule_4,safe,2,True,False,hazard,safe,0.04773161400641723,0.07665918247094239,1.0,1.0,0.0,True,safe,False
0003922,ppe_violation,rule_1,compliant,1,False,False,compliant,compliant,0.03414936564289606,0.03414936564289606,,,,False,violation,True
0003928,ppe_violation,rule_1,compliant,2,True,True,violation,violation,-0.008545268859182054,0.020659515634179115,1.0,1.0,1.0,False,violation,True
0003943,ppe_violation,rule_1,compliant,2,True,False,violation,compliant,0.025528247867311782,0.03500867807971575,1.0,1.0,0.0,True,violation,True
0004032,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,-0.02636114913704135,-0.0546765027434698,0.0,-1.0,-1.0,False,compliant,True
0004171,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.01852577312716419,-0.028401752800813806,1.0,0.0,0.0,False,violation,True
0004196,struck_by_risk,rule_4,safe,2,True,False,hazard,safe,0.012778879808527988,0.04686270288950212,1.0,1.0,,True,safe,False
0004273,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.03385589418134527,0.01793910230376894,1.0,0.0,0.0,False,violation,True
0004332,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.050148528601442144,0.024853838474622747,1.0,1.0,1.0,False,compliant,False
0004380,ppe_violation,rule_1,violation,2,False,True,violation,compliant,-0.013455630612692726,-0.07215492214475361,0.0,0.0,-1.0,False,compliant,True
0004497,ppe_violation,rule_1,compliant,2,False,True,compliant,violation,-0.0014909246404256615,0.036093368926750746,1.0,0.0,1.0,False,compliant,False
0004552,fall_hazard,rule_3,compliant,3,False,False,compliant,compliant,-0.03756407195968281,-0.03756407195968281,1.0,0.0,0.0,False,violation,True
0004680,ppe_violation,rule_1,compliant,1,False,False,compliant,compliant,0.015399881900229007,0.015399881900229007,,,,False,violation,True
0004716,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.013253820927015436,0.011931733893496665,1.0,0.0,0.0,False,violation,True
0004831,fall_hazard,rule_2,compliant,2,True,True,violation,violation,-0.031298724003136214,-0.00264990605813048,1.0,1.0,1.0,False,violation,True
