image_id,primary_class,assigned_rule_id,baseline_answer,n_regions,answer_changed_top1,answer_changed_top2,masked_answer_top1,masked_answer_top2,confidence_drop_top1,confidence_drop_top2,baseline_graded_score,graded_score_drop_top1,graded_score_drop_top2,non_monotonic
0001798,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,0.00017381017096340656,-0.0036704743813191776,1.0,0.0,0.0,False
0001804,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.02903523716236378,-0.029392443547850977,1.0,,,False
0001842,ppe_violation,rule_1,violation,2,False,False,violation,violation,0.07435862347483635,0.07146050322002595,0.0,0.0,0.0,False
0001981,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,0.04070282654304591,0.042609427456877014,0.0,-1.0,-1.0,False
0001982,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.10530523011194803,0.10485800089580666,1.0,1.0,1.0,False
0001986,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,-0.0077593568712472916,-0.02592014414923527,0.0,-1.0,-1.0,False
0001989,fall_hazard,rule_3,compliant,2,True,False,violation,compliant,-0.04722444995838626,0.0007716260817167697,1.0,1.0,0.0,True
0002042,struck_by_risk,rule_4,safe,2,True,True,hazard,hazard,0.018158527179842787,0.11857501265806547,1.0,1.0,1.0,False
0002092,fall_hazard,rule_2,compliant,2,True,False,violation,compliant,-0.011481773640428239,0.023761740885674953,1.0,1.0,0.0,True
0002150,fall_hazard,rule_3,compliant,2,False,True,compliant,violation,0.09185644265796455,0.10442198673263192,1.0,0.0,1.0,False
0002153,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.11443047518176686,-0.11328885358359131,1.0,0.0,0.0,False
0002158,fall_hazard,rule_2,violation,2,True,True,compliant,compliant,-0.015640841131763783,-0.014348961412906647,0.0,-1.0,-1.0,False
0002178,fall_hazard,rule_3,compliant,2,True,True,violation,violation,0.029578658818666392,-0.02174084434019674,1.0,1.0,1.0,False
0002211,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.043230976709829894,0.04331759875640273,1.0,0.0,0.0,False
0002260,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.0029811401452337627,0.0015427309221455188,1.0,1.0,1.0,False
0002262,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.04939302675692092,-0.037571695433663455,1.0,0.0,0.0,False
0002291,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.07509605732879465,0.07534672838768786,1.0,0.0,0.0,False
0002348,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.0761429761935557,0.07628070649557883,1.0,0.0,0.0,False
0002446,struck_by_risk,rule_4,hazard,2,True,True,safe,safe,-0.0007572861181366353,-0.04741179420907282,0.0,-1.0,,False
0002480,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.021438983135989687,0.02189503057992892,1.0,0.0,0.0,False
0002525,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,0.03303210028181114,0.022619618302477273,0.0,-1.0,-1.0,False
0002534,fall_hazard,rule_3,violation,2,False,True,violation,compliant,0.06476106428142103,0.07729379540043224,0.0,0.0,-1.0,False
0002595,fall_hazard,rule_3,compliant,2,False,False,compliant,compliant,-0.17415223805056435,-0.1749792035358647,1.0,0.0,0.0,False
0002599,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.03618442433487101,0.03593805678454898,1.0,0.0,0.0,False
0002668,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.0429811254808945,0.04242254181631966,1.0,0.0,0.0,False
0002815,fall_hazard,rule_2,violation,2,True,True,compliant,compliant,-0.02251418810184269,-0.07984171367990811,0.0,,,False
0002925,fall_hazard,rule_3,violation,2,True,False,compliant,violation,-0.08701032676201859,-0.049542540883911634,0.0,-1.0,0.0,True
0002957,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,-0.01875408259885658,0.009996474454445403,1.0,0.0,0.0,False
0003067,ppe_violation,rule_1,compliant,2,True,True,violation,violation,-0.03660318321947542,-0.035809562674590456,1.0,1.0,1.0,False
0003071,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.09697328368201852,0.10459923913835412,1.0,1.0,1.0,False
0003088,struck_by_risk,rule_4,safe,2,True,True,hazard,hazard,0.017489444819234645,0.10941352804351334,1.0,1.0,1.0,False
0003164,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.0357816593189324,0.03466609685814803,1.0,0.0,0.0,False
0003206,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.031135378405451775,0.03117608278989792,1.0,0.0,0.0,False
0003302,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.0029732290256235805,0.0030654891660171213,1.0,1.0,1.0,False
0003339,ppe_violation,rule_1,compliant,4,True,False,violation,compliant,-0.04726275469043428,-0.04724412544497425,1.0,1.0,0.0,True
0003429,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,0.021778319164046267,-0.02826391985373833,0.0,-1.0,-1.0,False
0003479,fall_hazard,rule_2,compliant,4,False,False,compliant,compliant,-0.2181055282980397,-0.22065067914157327,1.0,0.0,0.0,False
0003516,ppe_violation,rule_1,compliant,2,True,True,violation,violation,-0.01677229761012955,-0.01637755666992491,1.0,1.0,1.0,False
0003613,fall_hazard,rule_3,compliant,1,True,True,violation,violation,-0.04841840549648457,-0.04841840549648457,,,,False
0003632,fall_hazard,rule_2,compliant,2,False,False,compliant,compliant,-0.10298689080900325,-0.10318047268957509,1.0,,,False
0003813,struck_by_risk,rule_4,safe,2,True,False,hazard,safe,0.03314526497371617,0.09911029581867514,1.0,1.0,0.0,True
0003922,ppe_violation,rule_1,compliant,1,False,False,compliant,compliant,0.023061454511032697,0.023061454511032697,,,,False
0003928,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.012681601302964252,0.012315294173147029,1.0,1.0,1.0,False
0003943,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.03744253642590978,0.03769308854160569,1.0,0.0,0.0,False
0004032,fall_hazard,rule_3,violation,2,True,True,compliant,compliant,-0.04108551098033786,-0.05619888134034612,0.0,-1.0,-1.0,False
0004171,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.011719317840678256,0.025997115565197793,1.0,0.0,0.0,False
0004196,struck_by_risk,rule_4,safe,2,True,True,hazard,hazard,-0.009715845956215774,0.063039131462574,1.0,1.0,1.0,False
0004273,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.017866505176893366,0.017833081938858575,1.0,0.0,0.0,False
0004332,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.009464149363338947,0.008913504625005397,1.0,1.0,1.0,False
0004380,ppe_violation,rule_1,violation,2,True,True,compliant,compliant,-0.01778596772679264,-0.06777101196348667,0.0,-1.0,-1.0,False
0004497,ppe_violation,rule_1,compliant,2,True,True,violation,violation,0.025881254180733615,0.027458435523190605,1.0,1.0,1.0,False
0004552,fall_hazard,rule_3,compliant,3,False,False,compliant,compliant,-0.05355368272977923,-0.052859776498128896,1.0,0.0,0.0,False
0004680,ppe_violation,rule_1,compliant,1,False,False,compliant,compliant,0.011671940958046467,0.011671940958046467,,,,False
0004716,ppe_violation,rule_1,compliant,2,False,False,compliant,compliant,0.011150939789201564,0.011200228173817939,1.0,0.0,0.0,False
0004831,fall_hazard,rule_2,compliant,2,False,True,compliant,violation,0.027974587066897316,-0.006530360451766415,1.0,0.0,1.0,False
