image_id,assigned_rule_id,primary_class,deterministic_answer,sampled_answers,answer_agreement_rate,majority_sampled_answer,deterministic_matches_majority,top_region_overlap_score,object_region_overlap_score
0000413,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,True,0.8444531260491472,0.8444531260491472
0000421,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,0.9704598792468313,0.9704598792468313
0000433,rule_4,compliant,hazard,"[""safe"", ""hazard"", ""safe""]",0.3333333333333333,safe,False,0.9847686039129074,0.12896824639821122
0000437,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8875283704877054,0.6803071529327972
0000444,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9938040739944326,0.9900389161084879
0000468,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.6046983769125284,0.6046983769125284
0000469,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9657846975682354,0.9561799787456984
0000471,rule_4,compliant,hazard,"[""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9957286764691905,0.9957286764691905
0000478,rule_3,fall_hazard,compliant,"[""compliant"", ""violation"", ""compliant""]",0.3333333333333333,compliant,True,0.6419279305395434,0.6419279305395434
0000486,rule_4,compliant,hazard,"[""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.7581027088235633,0.7581027088235633
0000490,rule_4,struck_by_risk,hazard,"[""safe"", ""hazard"", ""hazard""]",0.3333333333333333,hazard,True,0.9278138529152625,0.9278138529152625
0000503,rule_3,compliant,compliant,"[""compliant"", ""violation"", ""violation""]",0.3333333333333333,violation,False,0.26942903350884423,0.8688368984890399
0000514,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,True,0.9679068525277829,0.3238094303884002
0000530,rule_4,compliant,hazard,"[""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.647064357224361,0.6211764094807194
0000545,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,True,0.9865753376187847,0.32974924900125097
0000550,rule_3,fall_hazard,violation,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,False,0.4011662592069752,0.4011662592069752
0000551,rule_4,compliant,safe,"[""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9848929627834627,0.9848929627834627
0000559,rule_4,compliant,hazard,"[""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.993546993782743,0.9915130385655152
0000568,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9265327041289363,0.9071039846279993
0000606,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,True,0.8015919959806025,0.8015919959806025
0000613,rule_4,compliant,safe,"[""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9823382336692293,0.9823382336692293
0000620,rule_2,compliant,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,,
0000623,rule_1,ppe_violation,compliant,"[""compliant"", ""violation"", ""compliant""]",0.3333333333333333,compliant,True,0.32367153171137536,0.26040762485780794
0000625,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.991523924304993,0.991523924304993
0000626,rule_3,fall_hazard,violation,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,False,0.48408997800044573,0.48408997800044573
0000632,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9480436926429044,0.9480436926429044
0000641,rule_1,ppe_violation,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,0.32404922353756865,0.3207732195049377
0000642,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.24839744526124252,0.22735747919724147
0000745,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.04448577879260806,0.07014944073055039
0000755,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8082252215764755,0.7623792272933997
0000760,rule_1,compliant,compliant,"[""violation"", ""compliant"", ""compliant""]",0.3333333333333333,compliant,True,0.3280238610511006,0.31530158102722833
0000766,rule_1,ppe_violation,compliant,"[""violation"", ""compliant"", ""violation""]",0.3333333333333333,violation,False,0.32056472969999517,0.5421353559799837
0000798,rule_3,compliant,violation,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,False,0.32273604901491804,0.32273604901491804
0000804,rule_1,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.39038757719122685,0.30485861826006705
0000874,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9024152133145469,0.7039275081866211
0000878,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9966639927622513,0.9966639927622513
0000879,rule_1,compliant,compliant,"[""compliant"", ""violation"", ""violation""]",0.3333333333333333,violation,False,0.878756918466503,0.8500252031603684
0000886,rule_2,compliant,compliant,"[""violation"", ""compliant"", ""compliant""]",0.3333333333333333,compliant,True,0.0,0.7358265974542428
0000888,rule_4,compliant,safe,"[""safe"", ""safe"", ""safe""]",1.0,safe,True,0.978594123279875,
0000889,rule_4,compliant,hazard,"[""hazard"", ""safe"", ""safe""]",0.3333333333333333,safe,False,0.992718549622832,0.992718549622832
0000895,rule_3,fall_hazard,violation,"[""violation"", ""compliant"", ""violation""]",0.3333333333333333,violation,True,0.046547724932475325,0.046547724932475325
0000904,rule_2,compliant,violation,"[""compliant"", ""violation"", ""compliant""]",0.3333333333333333,compliant,False,0.0,0.2810126517080407
0000905,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.34840344489546543,0.34840344489546543
0000923,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9515609881006171,0.9515609881006171
0000925,rule_2,fall_hazard,compliant,"[""violation"", ""compliant"", ""violation""]",0.3333333333333333,violation,False,0.31094661369916515,0.7978213079052389
0000936,rule_4,compliant,safe,"[""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9790335870145821,0.9790335870145821
0000940,rule_3,compliant,violation,"[""compliant"", ""violation"", ""violation""]",0.3333333333333333,violation,True,0.02657701301638832,0.02657701301638832
0000959,rule_2,compliant,violation,"[""compliant"", ""violation"", ""violation""]",0.3333333333333333,violation,True,0.33067413405098295,0.33067413405098295
0000991,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8530505964873122,0.8530505964873122
0000993,rule_2,fall_hazard,violation,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,False,0.2909787030390046,0.0
0001014,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8329204558774302,0.7270990386813505
0001033,rule_4,struck_by_risk,safe,"[""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9791919807339498,0.9791919807339498
0001071,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,0.8229621397338507,0.8229621397338507
0001077,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.7950682551724024,0.5512835300873377
0001081,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.4883539148155183,0.4883539148155183
0001117,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9459420223045859,0.6443773220349607
0001151,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,True,0.8834395435139383,0.18377996717596368
0001194,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,0.0,0.0
0001229,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,,
0001274,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.3327391709651428,0.3327391709651428
0001325,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9953510437688139,0.9953510437688139
0001431,rule_1,ppe_violation,violation,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,False,0.3104306581063998,0.11403512074127288
0001436,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,True,0.31876653436416885,0.9564460932949309
0001460,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.951020464716597,0.8478404493254096
0001470,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8695016394996387,0.6162956197224287
0001484,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.33146066559565157,0.33146066559565157
0001512,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9498644651404643,0.9498644651404643
0001520,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.45624063977465673,0.45624063977465673
0001530,rule_2,fall_hazard,violation,"[""violation"", ""compliant"", ""compliant""]",0.3333333333333333,compliant,False,0.14877729357055738,0.9230697052458362
0001597,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.7478120609850728,0.7478120609850728
0001623,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9311429491111661,0.9311429491111661
0001667,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9307458582683593,0.9307458582683593
0001699,rule_2,fall_hazard,compliant,"[""violation"", ""violation"", ""violation""]",1.0,violation,False,0.31728798043105216,0.1297095241499092
0001798,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.7306425287969126,0.7306425287969126
0001804,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9484730957797375,0.8250267420837453
0001842,rule_1,ppe_violation,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,0.0,0.0
0001981,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,0.9641499050462151,0.9641499050462151
0001982,rule_1,ppe_violation,compliant,"[""compliant"", ""violation"", ""compliant""]",0.3333333333333333,compliant,True,0.2851279956710601,0.8020533918549141
0001986,rule_1,ppe_violation,violation,"[""violation"", ""violation"", ""compliant""]",0.3333333333333333,violation,True,0.28341775531400043,0.0
0001989,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9280578739256677,0.9280578739256677
0002042,rule_4,struck_by_risk,safe,"[""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9921447784916094,0.9921447784916094
0002092,rule_2,fall_hazard,compliant,"[""violation"", ""violation"", ""violation""]",1.0,violation,False,0.0,0.12538169713940514
0002150,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9633126191245368,0.9633126191245368
0002153,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.6375473145495069,0.30510197350437646
0002158,rule_2,fall_hazard,violation,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,False,0.3049642627050106,0.0
0002178,rule_3,fall_hazard,compliant,"[""compliant"", ""violation"", ""compliant""]",0.3333333333333333,compliant,True,0.9492667789300713,0.9492667789300713
0002211,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9363594079708134,0.3986754322364352
0002260,rule_1,ppe_violation,compliant,"[""compliant"", ""violation"", ""compliant""]",0.3333333333333333,compliant,True,0.2764068842498471,0.1851846386514128
0002262,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.48952351967365443,0.9220759587333877
0002291,rule_1,ppe_violation,compliant,"[""violation"", ""compliant"", ""compliant""]",0.3333333333333333,compliant,True,0.28010842452338,0.6091762707021037
0002348,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9240714544586082,0.9006253599331688
0002446,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.96308110146462,0.9629654471888714
0002480,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9736154360838197,0.7970083182600113
0002525,rule_1,ppe_violation,violation,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,False,0.3120570484288307,0.0
0002534,rule_3,fall_hazard,violation,"[""violation"", ""compliant"", ""violation""]",0.3333333333333333,violation,True,0.8979716556327187,0.8979716556327187
0002595,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9063290949181564,0.9063290949181564
0002599,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.915111648002708,0.797917498625857
0002668,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.30362759030601655,0.6690506453340858
0002815,rule_2,fall_hazard,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,0.9546469319856135,0.5766830991997529
0002925,rule_3,fall_hazard,violation,"[""compliant"", ""violation"", ""violation""]",0.3333333333333333,violation,True,0.3323943567800473,0.3323943567800473
0002957,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9075002180736041,0.686688698894748
0003067,rule_1,ppe_violation,compliant,"[""compliant"", ""violation"", ""compliant""]",0.3333333333333333,compliant,True,0.9730145006388624,0.3247861366850473
0003071,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9894154248074275,0.9799994909154881
0003088,rule_4,struck_by_risk,safe,"[""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9927552498887736,0.9927552498887736
0003164,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9537660074660784,0.4440908496504119
0003206,rule_1,ppe_violation,compliant,"[""violation"", ""violation"", ""compliant""]",0.3333333333333333,violation,False,0.934328287214699,0.30365776737990485
0003302,rule_1,ppe_violation,compliant,"[""violation"", ""compliant"", ""violation""]",0.3333333333333333,violation,False,0.0,0.4829137265674455
0003339,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.0,0.322384118437457
0003429,rule_1,ppe_violation,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,0.986452622134354,0.8804053055244437
0003479,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9341256894249308,0.4921192179623264
0003516,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8588577067895726,0.765741518250234
0003613,rule_3,fall_hazard,compliant,"[""compliant"", ""violation"", ""compliant""]",0.3333333333333333,compliant,True,,
0003632,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9398833827998105,0.7879523767332834
0003813,rule_4,struck_by_risk,safe,"[""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9833707894975561,0.9833707894975561
0003922,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.74536509647989,0.74536509647989
0003928,rule_1,ppe_violation,compliant,"[""violation"", ""violation"", ""violation""]",1.0,violation,False,0.0,0.7672731826336459
0003943,rule_1,ppe_violation,compliant,"[""violation"", ""compliant"", ""compliant""]",0.3333333333333333,compliant,True,0.2616352377633661,0.5340699473583488
0004032,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation""]",1.0,violation,True,0.15467233095613386,0.15467233095613386
0004171,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.3015260808559931,0.463796981865187
0004196,rule_4,struck_by_risk,safe,"[""safe"", ""hazard"", ""safe""]",0.3333333333333333,safe,True,0.9806118996022782,0.9806118996022782
0004273,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8846466140102444,0.7421813617075776
0004332,rule_1,ppe_violation,compliant,"[""violation"", ""compliant"", ""compliant""]",0.3333333333333333,compliant,True,0.9936668227976287,0.9695339158475066
0004380,rule_1,ppe_violation,violation,"[""compliant"", ""compliant"", ""violation""]",0.3333333333333333,compliant,False,0.8442587205107414,0.19999977394386573
0004497,rule_1,ppe_violation,compliant,"[""violation"", ""compliant"", ""compliant""]",0.3333333333333333,compliant,True,0.9018894990726202,0.10016819425380635
0004552,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9710918473606364,0.9710918473606364
0004680,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.5718914011248352,0.5718914011248352
0004716,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.846355240991071,0.5164326902549529
0004831,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8930005190251912,0.6424093169076973
